iso3,age,subject,value,year,subject_label
ISL,Y10,ARTS,19.99905,2023,Arts
AUT,Y13,READ,12.44439,2023,"Reading, writing and literature"
FIN,Y10,MATH,15.84507,2023,Mathematics
EST,Y15,PHED,6.38298,2023,Physical education and health
GRC,Y9,READ,26.67689,2023,"Reading, writing and literature"
LTU,Y16,SLAN,9.3947,2023,Second language
ITA,Y12,READ,33.33333,2023,"Reading, writing and literature"
LVA,Y13,READ,14.85149,2023,"Reading, writing and literature"
OECD,Y14,SLAN,9.61296,2023,Second language
KOR,Y14,ARTS,8.08081,2023,Arts
LUX,Y7,SLAN,5.35714,2023,Second language
IRL,Y13,SSCI,9.68158,2023,Social sciences
NOR,Y12,NSCI,8.31343,2023,Natural sciences
SVK,Y13,MATH,13.33333,2023,Mathematics
HUN,Y8,NSCI,4.16667,2023,Natural sciences
FIN,Y14,MATH,12.94118,2023,Mathematics
ROU,Y8,ARTS,10.0,2023,Arts
CRI,Y16,NSCI,20.45455,2023,Natural sciences
GRC,Y13,READ,24.24325,2023,"Reading, writing and literature"
DNK,Y10,NSCI,8.03571,2023,Natural sciences
CRI,Y13,NSCI,11.90476,2023,Natural sciences
EU25,Y12,SSCI,10.23288,2023,Social sciences
EU25,Y10,ARTS,10.46592,2023,Arts
KOR,Y10,SSCI,12.5,2023,Social sciences
GRC,Y11,SSCI,9.68999,2023,Social sciences
ROU,Y13,MATH,13.33333,2023,Mathematics
CHL,Y9,READ,21.60475,2023,"Reading, writing and literature"
ISR,Y16,PHED,5.22508,2023,Physical education and health
AUT,Y6,ARTS,8.69565,2023,Arts
POL,Y14,OLAN,6.39335,2023,Other languages
HUN,Y13,PHED,16.12903,2023,Physical education and health
OECD,Y12,NSCI,10.15807,2023,Natural sciences
GRC,Y13,MATH,12.12162,2023,Mathematics
OECD,Y10,OLAN,0.49679,2023,Other languages
ISL,Y8,SSCI,12.08384,2023,Social sciences
ROU,Y6,NSCI,5.26316,2023,Natural sciences
CHL,Y15,MATH,16.77777,2023,Mathematics
LVA,Y10,NSCI,7.05882,2023,Natural sciences
PRT,Y9,MATH,28.0,2023,Mathematics
EU25,Y7,READ,28.41296,2023,"Reading, writing and literature"
CHL,Y10,PHED,5.39902,2023,Physical education and health
HUN,Y15,READ,11.76471,2023,"Reading, writing and literature"
JPN,Y9,MATH,15.99634,2023,Mathematics
JPN,Y13,SLAN,13.11475,2023,Second language
DEU,Y13,NSCI,12.82814,2022,Natural sciences
HUN,Y9,READ,22.22222,2023,"Reading, writing and literature"
FRA,Y10,ARTS,8.33333,2023,Arts
NOR,Y13,READ,15.17925,2023,"Reading, writing and literature"
ESP,Y11,ARTS,7.89926,2023,Arts
AUT,Y12,READ,12.55611,2023,"Reading, writing and literature"
HRV,Y9,PHED,16.66667,2023,Physical education and health
SVK,Y13,READ,16.66667,2023,"Reading, writing and literature"
EST,Y8,PHED,11.76471,2023,Physical education and health
EST,Y11,ARTS,8.43373,2023,Arts
DEU,Y15,ARTS,6.21551,2022,Arts
NOR,Y8,ARTS,13.96116,2023,Arts
KOR,Y14,SLAN,10.10101,2023,Second language
GRC,Y8,ARTS,10.00767,2023,Arts
ESP,Y8,NSCI,6.67917,2023,Natural sciences
ROU,Y16,MATH,10.93696,2023,Mathematics
HUN,Y11,ARTS,7.14286,2023,Arts
SVK,Y8,ARTS,8.0,2023,Arts
CHL,Y14,MATH,16.77274,2023,Mathematics
LUX,Y7,NSCI,10.71429,2023,Natural sciences
HUN,Y15,MATH,8.82353,2023,Mathematics
JPN,Y13,PHED,9.83607,2023,Physical education and health
FIN,Y12,OLAN,7.79221,2023,Other languages
HUN,Y7,ARTS,16.66667,2023,Arts
HRV,Y13,SSCI,15.38462,2023,Social sciences
ITA,Y14,ARTS,9.14075,2023,Arts
SVK,Y10,READ,18.51852,2023,"Reading, writing and literature"
