iso3,age,subject,value,year,subject_label
ESP,Y12,PHED,7.78573,2023,Physical education and health
DEU,Y11,SSCI,10.35783,2022,Social sciences
BGR,Y13,READ,15.87302,2023,"Reading, writing and literature"
JPN,Y9,NSCI,9.59781,2023,Natural sciences
TUR,Y15,OLAN,5.0,2023,Other languages
TUR,Y7,ARTS,6.66667,2023,Arts
FIN,Y12,SLAN,8.76623,2023,Second language
ESP,Y13,MATH,12.34511,2023,Mathematics
ROU,Y6,READ,26.31579,2023,"Reading, writing and literature"
LUX,Y7,READ,33.92857,2023,"Reading, writing and literature"
SVK,Y11,PHED,6.89655,2023,Physical education and health
JPN,Y14,PHED,9.83607,2023,Physical education and health
FIN,Y9,NSCI,11.36364,2023,Natural sciences
LUX,Y10,MATH,17.85714,2023,Mathematics
OECD,Y12,OLAN,3.69344,2023,Other languages
OECD,Y8,NSCI,7.01483,2023,Natural sciences
ROU,Y9,MATH,20.0,2023,Mathematics
CRI,Y14,NSCI,11.90476,2023,Natural sciences
KOR,Y11,READ,18.75,2023,"Reading, writing and literature"
FIN,Y15,NSCI,16.47059,2023,Natural sciences
FIN,Y8,MATH,13.63636,2023,Mathematics
GRC,Y10,PHED,6.4564,2023,Physical education and health
FIN,Y11,SSCI,7.04225,2023,Social sciences
FIN,Y16,OLAN,6.66667,2023,Other languages
HRV,Y11,MATH,16.66667,2023,Mathematics
ROU,Y12,READ,14.81481,2023,"Reading, writing and literature"
BFR,Y11,SLAN,7.14286,2023,Second language
DEU,Y8,ARTS,13.54014,2022,Arts
PRT,Y14,PHED,10.0,2023,Physical education and health
TUR,Y10,ARTS,5.69314,2023,Arts
SVK,Y6,ARTS,13.63636,2023,Arts
KOR,Y9,MATH,13.7931,2023,Mathematics
SVN,Y8,MATH,19.12596,2023,Mathematics
IRL,Y11,NSCI,4.0,2023,Natural sciences
LVA,Y15,SSCI,14.85149,2023,Social sciences
PRT,Y8,READ,28.0,2023,"Reading, writing and literature"
EU25,Y7,NSCI,6.75682,2023,Natural sciences
CZE,Y13,READ,12.29508,2023,"Reading, writing and literature"
FRA,Y7,PHED,12.5,2023,Physical education and health
DNK,Y14,NSCI,12.5,2023,Natural sciences
LTU,Y14,NSCI,12.89732,2023,Natural sciences
ROU,Y16,SLAN,8.32463,2023,Second language
JPN,Y8,READ,23.38232,2023,"Reading, writing and literature"
GRC,Y14,MATH,11.76471,2023,Mathematics
ESP,Y10,SSCI,6.24001,2023,Social sciences
GRC,Y12,OLAN,6.06061,2023,Other languages
CZE,Y10,READ,26.6129,2023,"Reading, writing and literature"
CRI,Y13,MATH,11.90476,2023,Mathematics
SVK,Y10,NSCI,7.40741,2023,Natural sciences
NOR,Y14,ARTS,8.73379,2023,Arts
SVK,Y15,ARTS,1.63934,2023,Arts
SVK,Y9,READ,26.92308,2023,"Reading, writing and literature"
HUN,Y10,SSCI,7.14286,2023,Social sciences
EU25,Y11,PHED,9.46506,2023,Physical education and health
BGR,Y14,NSCI,7.94045,2023,Natural sciences
SVN,Y11,SSCI,7.1065,2023,Social sciences
LVA,Y8,ARTS,15.71429,2023,Arts
DNK,Y10,READ,18.75,2023,"Reading, writing and literature"
FIN,Y12,NSCI,9.74026,2023,Natural sciences
DNK,Y13,MATH,12.5,2023,Mathematics
SVN,Y12,SLAN,13.49389,2023,Second language
EU25,Y9,PHED,9.72715,2023,Physical education and health
KOR,Y12,SSCI,15.15152,2023,Social sciences
ROU,Y15,MATH,10.93696,2023,Mathematics
ROU,Y13,SLAN,6.66667,2023,Second language
JPN,Y9,SLAN,3.19927,2023,Second language
LVA,Y12,NSCI,7.05882,2023,Natural sciences
AUT,Y8,ARTS,8.33333,2023,Arts
SVK,Y12,ARTS,6.66667,2023,Arts
CHL,Y8,ARTS,10.80927,2023,Arts
AUT,Y12,NSCI,12.33324,2023,Natural sciences
ISL,Y8,ARTS,18.75078,2023,Arts
EU25,Y10,SSCI,7.53513,2023,Social sciences
CHL,Y12,NSCI,10.69194,2023,Natural sciences
PRT,Y9,SLAN,8.0,2023,Second language
EST,Y12,SLAN,10.84337,2023,Second language
HRV,Y11,ARTS,8.33333,2023,Arts
ROU,Y12,ARTS,7.40741,2023,Arts
FRA,Y9,SLAN,6.25,2023,Second language
DEU,Y15,SLAN,10.16323,2022,Second language
CZE,Y12,PHED,8.19672,2023,Physical education and health
DNK,Y14,SLAN,7.5,2023,Second language
CZE,Y14,NSCI,17.21311,2023,Natural sciences
SVK,Y13,SLAN,10.0,2023,Second language
SVN,Y11,NSCI,8.62932,2023,Natural sciences
BGR,Y10,SSCI,3.70413,2023,Social sciences
LVA,Y8,MATH,17.14286,2023,Mathematics
TUR,Y10,READ,17.07942,2023,"Reading, writing and literature"
CHL,Y14,PHED,4.85283,2023,Physical education and health
LUX,Y7,ARTS,10.71429,2023,Arts
SVK,Y7,NSCI,8.69565,2023,Natural sciences
CRI,Y10,MATH,18.60465,2023,Mathematics
ISR,Y8,READ,32.36056,2023,"Reading, writing and literature"
BGR,Y10,MATH,14.81488,2023,Mathematics
HRV,Y13,SLAN,11.53846,2023,Second language
ROU,Y11,PHED,8.0,2023,Physical education and health
TUR,Y13,PHED,5.44315,2023,Physical education and health
JPN,Y12,NSCI,9.83607,2023,Natural sciences
CZE,Y10,ARTS,9.67742,2023,Arts
AUT,Y8,MATH,16.66667,2023,Mathematics
DNK,Y12,PHED,5.35714,2023,Physical education and health
ISL,Y6,NSCI,8.75036,2023,Natural sciences
ITA,Y13,READ,33.33333,2023,"Reading, writing and literature"
DEU,Y9,NSCI,4.18074,2022,Natural sciences
ISL,Y12,SSCI,14.28503,2023,Social sciences
EU25,Y10,NSCI,7.63289,2023,Natural sciences
HUN,Y13,MATH,9.67742,2023,Mathematics
EST,Y11,SSCI,7.22892,2023,Social sciences
ISR,Y12,SLAN,11.11111,2023,Second language
POL,Y12,NSCI,4.0,2023,Natural sciences
BFR,Y6,SLAN,3.57143,2023,Second language
EST,Y8,READ,27.94118,2023,"Reading, writing and literature"
FIN,Y8,ARTS,18.18182,2023,Arts
DNK,Y10,ARTS,10.71429,2023,Arts
OECD,Y13,PHED,7.71196,2023,Physical education and health
GRC,Y13,PHED,6.06081,2023,Physical education and health
FIN,Y9,SLAN,10.22727,2023,Second language
ITA,Y15,OLAN,3.95286,2023,Other languages
DNK,Y14,SSCI,10.0,2023,Social sciences
SVN,Y12,NSCI,11.56619,2023,Natural sciences
SVN,Y8,READ,26.77635,2023,"Reading, writing and literature"
EU25,Y8,OLAN,0.0,2023,Other languages
KOR,Y13,SLAN,10.10101,2023,Second language
ESP,Y15,PHED,6.59914,2023,Physical education and health
DEU,Y14,PHED,7.27352,2022,Physical education and health
HUN,Y15,PHED,14.70588,2023,Physical education and health
FRA,Y14,ARTS,7.25806,2023,Arts
DEU,Y9,SSCI,7.00904,2022,Social sciences
ISL,Y8,READ,23.33431,2023,"Reading, writing and literature"
ITA,Y13,MATH,20.0,2023,Mathematics
EU25,Y12,ARTS,8.28763,2023,Arts
GRC,Y8,NSCI,6.67178,2023,Natural sciences
EST,Y11,NSCI,8.43373,2023,Natural sciences
LTU,Y7,SSCI,4.28691,2023,Social sciences
CHL,Y15,SLAN,9.49207,2023,Second language
CHL,Y9,SSCI,8.10178,2023,Social sciences
ESP,Y13,ARTS,10.55488,2023,Arts
CZE,Y14,SSCI,9.01639,2023,Social sciences
TUR,Y8,NSCI,10.0,2023,Natural sciences
EU25,Y14,SLAN,9.39064,2023,Second language
BFR,Y15,NSCI,10.71429,2023,Natural sciences
ISL,Y9,NSCI,8.75036,2023,Natural sciences
SVK,Y15,MATH,9.83607,2023,Mathematics
LTU,Y10,MATH,18.46708,2023,Mathematics
OECD,Y9,OLAN,0.0,2023,Other languages
DEU,Y12,SLAN,11.40956,2022,Second language
BGR,Y7,SSCI,4.54612,2023,Social sciences
FRA,Y11,SLAN,15.06276,2023,Second language
ISL,Y11,SSCI,14.28503,2023,Social sciences
ISR,Y11,NSCI,7.9199,2023,Natural sciences
ROU,Y13,SSCI,10.0,2023,Social sciences
HRV,Y9,ARTS,11.11111,2023,Arts
ISL,Y8,PHED,10.00042,2023,Physical education and health
CZE,Y7,READ,30.27523,2023,"Reading, writing and literature"
EU25,Y12,PHED,8.88525,2023,Physical education and health
PRT,Y12,NSCI,16.68,2023,Natural sciences
HUN,Y13,SSCI,12.90323,2023,Social sciences
HRV,Y12,SSCI,16.0,2023,Social sciences
POL,Y13,OLAN,6.19531,2023,Other languages
BFR,Y7,PHED,7.14286,2023,Physical education and health
CRI,Y7,SSCI,9.30233,2023,Social sciences
EST,Y15,SLAN,9.57447,2023,Second language
CHL,Y9,NSCI,8.10178,2023,Natural sciences
CRI,Y6,PHED,4.65116,2023,Physical education and health
TUR,Y17,OLAN,5.0,2023,Other languages
DNK,Y7,READ,36.26374,2023,"Reading, writing and literature"
ISL,Y11,MATH,14.28503,2023,Mathematics
CRI,Y16,ARTS,4.54545,2023,Arts
LUX,Y8,SLAN,21.42857,2023,Second language
TUR,Y10,PHED,5.69314,2023,Physical education and health
CRI,Y13,READ,11.90476,2023,"Reading, writing and literature"
TUR,Y13,ARTS,5.69963,2023,Arts
JPN,Y8,MATH,16.70166,2023,Mathematics
SVK,Y11,ARTS,6.89655,2023,Arts
LTU,Y16,ARTS,6.26314,2023,Arts
LUX,Y15,OLAN,13.33333,2023,Other languages
PRT,Y8,MATH,28.0,2023,Mathematics
LUX,Y13,MATH,13.33333,2023,Mathematics
ROU,Y9,READ,25.0,2023,"Reading, writing and literature"
CHL,Y11,SSCI,10.79728,2023,Social sciences
GRC,Y14,ARTS,5.88235,2023,Arts
ROU,Y10,NSCI,4.7619,2023,Natural sciences
KOR,Y9,READ,20.68966,2023,"Reading, writing and literature"
ISL,Y12,SLAN,10.95662,2023,Second language
ROU,Y11,READ,16.0,2023,"Reading, writing and literature"
TUR,Y14,SSCI,10.0,2023,Social sciences
EST,Y9,NSCI,4.41176,2023,Natural sciences
LVA,Y15,NSCI,13.86139,2023,Natural sciences
BFR,Y17,SSCI,10.71429,2023,Social sciences
OECD,Y14,ARTS,5.97926,2023,Arts
ESP,Y10,READ,21.7606,2023,"Reading, writing and literature"
SVK,Y10,SSCI,11.11111,2023,Social sciences
NOR,Y11,SLAN,10.58917,2023,Second language
LUX,Y8,NSCI,7.14286,2023,Natural sciences
IRL,Y6,SLAN,14.0,2023,Second language
HRV,Y8,ARTS,11.11111,2023,Arts
ROU,Y12,SSCI,11.11111,2023,Social sciences
TUR,Y13,MATH,14.24907,2023,Mathematics
FIN,Y17,MATH,8.0,2023,Mathematics
KOR,Y12,READ,13.13131,2023,"Reading, writing and literature"
HUN,Y10,MATH,14.28571,2023,Mathematics
ROU,Y11,MATH,16.0,2023,Mathematics
ESP,Y13,SSCI,10.08808,2023,Social sciences
FRA,Y12,OLAN,9.41423,2023,Other languages
CRI,Y13,SSCI,14.28571,2023,Social sciences
ISL,Y9,SLAN,1.66257,2023,Second language
KOR,Y9,SSCI,13.7931,2023,Social sciences
CRI,Y9,PHED,4.65116,2023,Physical education and health
HUN,Y11,PHED,17.85714,2023,Physical education and health
ROU,Y17,ARTS,1.47908,2023,Arts
SVK,Y8,PHED,8.0,2023,Physical education and health
CZE,Y8,SLAN,12.09677,2023,Second language
HUN,Y14,SSCI,11.76471,2023,Social sciences
ISR,Y15,SSCI,13.06271,2023,Social sciences
BGR,Y7,MATH,18.18204,2023,Mathematics
NOR,Y11,NSCI,8.31343,2023,Natural sciences
AUT,Y11,READ,12.90323,2023,"Reading, writing and literature"
FRA,Y12,SLAN,11.29707,2023,Second language
LVA,Y11,READ,21.17647,2023,"Reading, writing and literature"
FRA,Y15,NSCI,16.07143,2023,Natural sciences
IRL,Y8,NSCI,4.0,2023,Natural sciences
SVK,Y11,MATH,13.7931,2023,Mathematics
SVN,Y8,SSCI,4.77967,2023,Social sciences
FIN,Y11,SLAN,9.50704,2023,Second language
HRV,Y12,READ,20.0,2023,"Reading, writing and literature"
LUX,Y10,PHED,7.14286,2023,Physical education and health
CHL,Y6,SSCI,8.79835,2023,Social sciences
TUR,Y14,MATH,15.0,2023,Mathematics
HUN,Y13,ARTS,6.45161,2023,Arts
PRT,Y15,SSCI,9.80392,2023,Social sciences
BGR,Y10,ARTS,11.11075,2023,Arts
SVN,Y9,SSCI,7.65016,2023,Social sciences
CRI,Y7,READ,23.25581,2023,"Reading, writing and literature"
EST,Y14,ARTS,6.38298,2023,Arts
ESP,Y6,ARTS,8.97127,2023,Arts
DNK,Y10,SSCI,5.35714,2023,Social sciences
NOR,Y7,READ,29.85068,2023,"Reading, writing and literature"
LUX,Y14,NSCI,8.74344,2023,Natural sciences
LTU,Y10,SSCI,4.1038,2023,Social sciences
AUT,Y9,MATH,16.66667,2023,Mathematics
AUT,Y13,SLAN,9.33329,2023,Second language
CHL,Y17,ARTS,1.21678,2023,Arts
GRC,Y9,SLAN,10.00383,2023,Second language
LUX,Y14,MATH,13.33333,2023,Mathematics
BFR,Y15,SSCI,10.71429,2023,Social sciences
FRA,Y8,READ,41.66667,2023,"Reading, writing and literature"
ROU,Y7,NSCI,5.0,2023,Natural sciences
KOR,Y13,NSCI,20.20202,2023,Natural sciences
LTU,Y10,ARTS,16.24752,2023,Arts
DEU,Y6,SSCI,5.51365,2022,Social sciences
DEU,Y9,SLAN,7.5404,2022,Second language
ISR,Y17,NSCI,5.93511,2023,Natural sciences
IRL,Y10,PHED,4.0,2023,Physical education and health
GRC,Y11,OLAN,6.46,2023,Other languages
CRI,Y7,SLAN,11.62791,2023,Second language
SVN,Y14,ARTS,8.13594,2023,Arts
LVA,Y13,SLAN,14.85149,2023,Second language
LVA,Y15,MATH,14.85149,2023,Mathematics
LTU,Y8,SLAN,5.86315,2023,Second language
DNK,Y8,SLAN,3.2967,2023,Second language
EST,Y9,SSCI,2.94118,2023,Social sciences
ROU,Y9,PHED,15.0,2023,Physical education and health
CHL,Y15,SSCI,9.71427,2023,Social sciences
EST,Y10,OLAN,3.61446,2023,Other languages
EST,Y12,NSCI,8.43373,2023,Natural sciences
BGR,Y11,PHED,7.81278,2023,Physical education and health
CRI,Y12,ARTS,9.52381,2023,Arts
ROU,Y17,READ,10.71429,2023,"Reading, writing and literature"
LUX,Y13,READ,14.58989,2023,"Reading, writing and literature"
ESP,Y12,ARTS,9.3823,2023,Arts
ISL,Y13,SLAN,18.91892,2023,Second language
ISL,Y15,MATH,13.51351,2023,Mathematics
OECD,Y9,SLAN,7.88098,2023,Second language
EU25,Y13,MATH,12.0721,2023,Mathematics
FRA,Y9,NSCI,8.33333,2023,Natural sciences
IRL,Y14,PHED,4.84079,2023,Physical education and health
EST,Y8,ARTS,22.05882,2023,Arts
FRA,Y13,OLAN,9.29752,2023,Other languages
HRV,Y12,SLAN,12.0,2023,Second language
EU25,Y14,OLAN,6.35777,2023,Other languages
LUX,Y6,PHED,10.71429,2023,Physical education and health
HUN,Y12,READ,10.0,2023,"Reading, writing and literature"
POL,Y14,READ,15.98338,2023,"Reading, writing and literature"
ITA,Y14,NSCI,11.15127,2023,Natural sciences
CHL,Y17,NSCI,4.86712,2023,Natural sciences
CRI,Y7,ARTS,4.65116,2023,Arts
LVA,Y9,MATH,17.14286,2023,Mathematics
JPN,Y12,SSCI,9.83607,2023,Social sciences
HRV,Y12,ARTS,8.0,2023,Arts
LTU,Y7,MATH,19.29109,2023,Mathematics
BGR,Y10,READ,25.92562,2023,"Reading, writing and literature"
ISR,Y6,NSCI,6.37666,2023,Natural sciences
NOR,Y7,ARTS,13.96116,2023,Arts
CZE,Y14,SLAN,9.83607,2023,Second language
IRL,Y14,MATH,8.60585,2023,Mathematics
HRV,Y12,NSCI,8.0,2023,Natural sciences
CRI,Y16,SSCI,15.90909,2023,Social sciences
JPN,Y11,NSCI,9.59781,2023,Natural sciences
CRI,Y7,NSCI,13.95349,2023,Natural sciences
ESP,Y6,READ,23.51839,2023,"Reading, writing and literature"
BFR,Y14,READ,17.85714,2023,"Reading, writing and literature"
EU25,Y15,READ,12.81211,2023,"Reading, writing and literature"
ESP,Y7,NSCI,6.96462,2023,Natural sciences
POL,Y11,SLAN,12.0,2023,Second language
EST,Y8,MATH,14.70588,2023,Mathematics
LTU,Y10,READ,30.77847,2023,"Reading, writing and literature"
ROU,Y6,ARTS,10.52632,2023,Arts
ISL,Y6,MATH,16.66736,2023,Mathematics
DNK,Y11,OLAN,5.35714,2023,Other languages
SVN,Y14,MATH,13.18229,2023,Mathematics
NOR,Y14,SSCI,9.49657,2023,Social sciences
LVA,Y12,SLAN,12.94118,2023,Second language
SVK,Y14,SLAN,10.0,2023,Second language
ISR,Y17,MATH,13.06271,2023,Mathematics
BGR,Y13,PHED,6.34921,2023,Physical education and health
GRC,Y7,PHED,10.00575,2023,Physical education and health
CZE,Y11,OLAN,4.91803,2023,Other languages
NOR,Y8,SSCI,7.05387,2023,Social sciences
POL,Y12,SLAN,12.0,2023,Second language
DEU,Y15,SSCI,13.05277,2022,Social sciences
BGR,Y14,SLAN,35.98015,2023,Second language
OECD,Y13,OLAN,4.87373,2023,Other languages
OECD,Y15,NSCI,13.23539,2023,Natural sciences
ESP,Y9,PHED,8.88599,2023,Physical education and health
LUX,Y13,ARTS,6.66667,2023,Arts
SVN,Y10,PHED,13.19779,2023,Physical education and health
CRI,Y12,READ,11.90476,2023,"Reading, writing and literature"
AUT,Y11,SLAN,12.90323,2023,Second language
LVA,Y11,SLAN,12.94118,2023,Second language
EU25,Y11,ARTS,9.15391,2023,Arts
EST,Y14,MATH,13.82979,2023,Mathematics
ITA,Y15,PHED,7.61934,2023,Physical education and health
LTU,Y12,PHED,9.99527,2023,Physical education and health
SVK,Y12,PHED,6.66667,2023,Physical education and health
ITA,Y14,MATH,15.22893,2023,Mathematics
LTU,Y13,PHED,9.67299,2023,Physical education and health
DNK,Y12,OLAN,5.35714,2023,Other languages
BFR,Y12,SLAN,13.33333,2023,Second language
CRI,Y13,ARTS,9.52381,2023,Arts
GRC,Y13,OLAN,6.06081,2023,Other languages
JPN,Y11,MATH,15.99634,2023,Mathematics
LUX,Y14,ARTS,3.33333,2023,Arts
LVA,Y8,READ,25.71429,2023,"Reading, writing and literature"
BGR,Y10,NSCI,7.40662,2023,Natural sciences
HRV,Y8,MATH,22.22222,2023,Mathematics
IRL,Y7,ARTS,12.0,2023,Arts
EST,Y10,PHED,9.63855,2023,Physical education and health
KOR,Y12,SLAN,10.10101,2023,Second language
LTU,Y14,SLAN,9.67299,2023,Second language
SVK,Y15,READ,9.83607,2023,"Reading, writing and literature"
TUR,Y17,SLAN,9.94845,2023,Second language
ISL,Y6,SSCI,12.08384,2023,Social sciences
KOR,Y9,ARTS,13.7931,2023,Arts
CZE,Y12,OLAN,4.91803,2023,Other languages
NOR,Y8,NSCI,5.99579,2023,Natural sciences
AUT,Y8,READ,29.16667,2023,"Reading, writing and literature"
DEU,Y13,OLAN,6.26156,2022,Other languages
HRV,Y9,MATH,22.22222,2023,Mathematics
TUR,Y16,PHED,5.0,2023,Physical education and health
AUT,Y12,SLAN,9.83771,2023,Second language
GRC,Y8,SLAN,10.00767,2023,Second language
PRT,Y10,PHED,9.67867,2023,Physical education and health
ESP,Y12,MATH,12.31745,2023,Mathematics
OECD,Y8,SLAN,6.87252,2023,Second language
EST,Y11,SLAN,10.84337,2023,Second language
ROU,Y14,OLAN,6.66667,2023,Other languages
ROU,Y11,ARTS,8.0,2023,Arts
OECD,Y7,PHED,10.10665,2023,Physical education and health
FRA,Y15,SSCI,16.07143,2023,Social sciences
CRI,Y14,SSCI,14.28571,2023,Social sciences
HRV,Y13,NSCI,23.07692,2023,Natural sciences
HRV,Y11,READ,20.83333,2023,"Reading, writing and literature"
ITA,Y14,SSCI,14.62008,2023,Social sciences
CHL,Y17,MATH,7.30068,2023,Mathematics
IRL,Y8,MATH,16.68,2023,Mathematics
ISR,Y17,SSCI,13.06271,2023,Social sciences
KOR,Y8,ARTS,13.7931,2023,Arts
OECD,Y10,ARTS,10.34643,2023,Arts
DEU,Y7,PHED,11.80184,2022,Physical education and health
ISL,Y15,NSCI,8.10811,2023,Natural sciences
CZE,Y6,PHED,9.17431,2023,Physical education and health
ESP,Y7,MATH,19.24911,2023,Mathematics
JPN,Y11,SSCI,9.59781,2023,Social sciences
DEU,Y9,READ,24.55097,2022,"Reading, writing and literature"
ROU,Y15,READ,13.7931,2023,"Reading, writing and literature"
ITA,Y13,ARTS,13.33333,2023,Arts
NOR,Y10,PHED,11.02707,2023,Physical education and health
FIN,Y15,MATH,12.94118,2023,Mathematics
LVA,Y9,ARTS,15.71429,2023,Arts
SVN,Y11,SLAN,14.21301,2023,Second language
CRI,Y14,MATH,11.90476,2023,Mathematics
EU25,Y12,MATH,13.09533,2023,Mathematics
FIN,Y14,READ,11.76471,2023,"Reading, writing and literature"
AUT,Y9,NSCI,12.5,2023,Natural sciences
EU25,Y10,SLAN,11.17946,2023,Second language
LVA,Y9,NSCI,8.57143,2023,Natural sciences
ISL,Y9,READ,23.33431,2023,"Reading, writing and literature"
ISR,Y13,OLAN,7.87121,2023,Other languages
BGR,Y12,PHED,7.81278,2023,Physical education and health
CHL,Y17,SSCI,10.95101,2023,Social sciences
CZE,Y14,READ,12.29508,2023,"Reading, writing and literature"
EST,Y11,READ,18.07229,2023,"Reading, writing and literature"
FIN,Y15,SSCI,8.23529,2023,Social sciences
ISL,Y10,NSCI,8.09485,2023,Natural sciences
NOR,Y14,MATH,11.93745,2023,Mathematics
AUT,Y9,ARTS,8.33333,2023,Arts
FIN,Y8,READ,31.81818,2023,"Reading, writing and literature"
ISL,Y15,ARTS,7.65766,2023,Arts
DNK,Y10,MATH,13.39286,2023,Mathematics
EU25,Y8,PHED,9.92535,2023,Physical education and health
EST,Y8,SSCI,2.94118,2023,Social sciences
HUN,Y9,ARTS,14.81481,2023,Arts
ROU,Y8,PHED,10.0,2023,Physical education and health
SVN,Y8,NSCI,6.42049,2023,Natural sciences
CHL,Y7,PHED,10.30031,2023,Physical education and health
ITA,Y10,PHED,6.89655,2023,Physical education and health
CHL,Y15,NSCI,14.5714,2023,Natural sciences
EU25,Y7,SSCI,3.15219,2023,Social sciences
CZE,Y10,MATH,16.12903,2023,Mathematics
ISR,Y9,SLAN,12.20506,2023,Second language
SVN,Y8,ARTS,17.48659,2023,Arts
JPN,Y8,PHED,10.021,2023,Physical education and health
DEU,Y15,NSCI,13.71297,2022,Natural sciences
HUN,Y13,READ,12.90323,2023,"Reading, writing and literature"
CRI,Y15,PHED,4.54545,2023,Physical education and health
FRA,Y14,READ,14.51613,2023,"Reading, writing and literature"
NOR,Y13,ARTS,8.73379,2023,Arts
TUR,Y7,SSCI,13.33333,2023,Social sciences
GRC,Y10,ARTS,6.4564,2023,Arts
ESP,Y10,SLAN,11.32737,2023,Second language
FRA,Y8,SLAN,6.25,2023,Second language
NOR,Y11,SSCI,7.66322,2023,Social sciences
CHL,Y16,NSCI,4.86211,2023,Natural sciences
BGR,Y14,READ,12.40695,2023,"Reading, writing and literature"
IRL,Y10,READ,20.0,2023,"Reading, writing and literature"
ITA,Y12,ARTS,13.33333,2023,Arts
SVN,Y8,SLAN,7.65038,2023,Second language
FRA,Y14,SSCI,12.70161,2023,Social sciences
LVA,Y7,PHED,11.42857,2023,Physical education and health
TUR,Y9,PHED,6.66667,2023,Physical education and health
OECD,Y13,MATH,11.86243,2023,Mathematics
JPN,Y8,NSCI,8.58943,2023,Natural sciences
POL,Y11,ARTS,8.0,2023,Arts
BFR,Y8,PHED,7.14286,2023,Physical education and health
DEU,Y10,PHED,10.03448,2022,Physical education and health
CHL,Y13,NSCI,10.69395,2023,Natural sciences
BGR,Y14,MATH,9.30521,2023,Mathematics
LTU,Y14,READ,17.43247,2023,"Reading, writing and literature"
DEU,Y9,ARTS,13.80737,2022,Arts
DEU,Y10,SLAN,14.84905,2022,Second language
DEU,Y12,MATH,12.22842,2022,Mathematics
TUR,Y11,SLAN,8.53971,2023,Second language
ISR,Y14,OLAN,7.87121,2023,Other languages
FIN,Y9,READ,20.45455,2023,"Reading, writing and literature"
FIN,Y13,SLAN,8.23529,2023,Second language
LTU,Y10,SLAN,9.88416,2023,Second language
NOR,Y13,MATH,11.93745,2023,Mathematics
LTU,Y9,ARTS,16.24752,2023,Arts
FIN,Y8,NSCI,9.09091,2023,Natural sciences
HRV,Y11,NSCI,6.25,2023,Natural sciences
PRT,Y16,PHED,9.80392,2023,Physical education and health
DEU,Y14,READ,11.4397,2022,"Reading, writing and literature"
LTU,Y12,MATH,13.32703,2023,Mathematics
LVA,Y14,ARTS,6.93069,2023,Arts
ISL,Y7,PHED,10.00042,2023,Physical education and health
CRI,Y15,ARTS,4.54545,2023,Arts
ESP,Y9,MATH,17.90087,2023,Mathematics
DNK,Y10,SLAN,5.35714,2023,Second language
DNK,Y12,MATH,13.39286,2023,Mathematics
BGR,Y10,PHED,9.2595,2023,Physical education and health
SVN,Y13,PHED,9.00457,2023,Physical education and health
AUT,Y10,NSCI,6.89655,2023,Natural sciences
GRC,Y6,NSCI,10.0,2023,Natural sciences
ISL,Y6,ARTS,18.75078,2023,Arts
CHL,Y15,READ,14.5714,2023,"Reading, writing and literature"
OECD,Y8,READ,25.54337,2023,"Reading, writing and literature"
SVN,Y11,ARTS,8.62932,2023,Arts
DNK,Y7,PHED,6.59341,2023,Physical education and health
CZE,Y14,ARTS,8.19672,2023,Arts
CHL,Y16,SLAN,4.86211,2023,Second language
CRI,Y10,PHED,4.65116,2023,Physical education and health
CZE,Y6,MATH,18.34862,2023,Mathematics
BGR,Y9,ARTS,12.96377,2023,Arts
CZE,Y12,READ,12.29508,2023,"Reading, writing and literature"
LUX,Y13,SSCI,10.0,2023,Social sciences
PRT,Y8,SLAN,8.0,2023,Second language
BGR,Y15,ARTS,3.125,2023,Arts
HUN,Y9,MATH,14.81481,2023,Mathematics
ROU,Y12,NSCI,14.81481,2023,Natural sciences
ISL,Y12,ARTS,19.99905,2023,Arts
CZE,Y6,READ,30.27523,2023,"Reading, writing and literature"
CZE,Y10,SLAN,12.09677,2023,Second language
CZE,Y12,MATH,12.29508,2023,Mathematics
GRC,Y12,NSCI,9.09091,2023,Natural sciences
GRC,Y10,OLAN,6.4564,2023,Other languages
FIN,Y16,SLAN,8.0,2023,Second language
FIN,Y16,NSCI,6.66667,2023,Natural sciences
CZE,Y7,PHED,9.17431,2023,Physical education and health
LUX,Y11,SLAN,21.42857,2023,Second language
EU25,Y7,MATH,17.2345,2023,Mathematics
DEU,Y6,MATH,22.1367,2022,Mathematics
CRI,Y13,SLAN,7.14286,2023,Second language
CRI,Y9,ARTS,4.65116,2023,Arts
DNK,Y12,READ,18.75,2023,"Reading, writing and literature"
KOR,Y9,NSCI,10.34483,2023,Natural sciences
IRL,Y14,SSCI,9.68158,2023,Social sciences
LTU,Y15,ARTS,6.26314,2023,Arts
ESP,Y9,READ,23.00479,2023,"Reading, writing and literature"
ESP,Y13,SLAN,11.59342,2023,Second language
LVA,Y12,ARTS,11.76471,2023,Arts
CRI,Y14,READ,11.90476,2023,"Reading, writing and literature"
FIN,Y15,READ,11.76471,2023,"Reading, writing and literature"
ITA,Y11,PHED,6.66667,2023,Physical education and health
POL,Y13,PHED,12.39062,2023,Physical education and health
DEU,Y14,MATH,11.74003,2022,Mathematics
ESP,Y15,MATH,13.19829,2023,Mathematics
LTU,Y12,READ,18.01328,2023,"Reading, writing and literature"
PRT,Y13,PHED,10.0,2023,Physical education and health
CRI,Y13,PHED,4.7619,2023,Physical education and health
CHL,Y11,ARTS,7.77619,2023,Arts
ISR,Y9,READ,27.32169,2023,"Reading, writing and literature"
NOR,Y9,SSCI,7.05387,2023,Social sciences
